,id,set_name,img,text,gold_hate,gold_pc,gold_attack,pc,attack
1761,94305,train,img/94305.png,women rights in islamic countries,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1762,64301,train,img/64301.png,"""gee elmo... i didn't think my long beak was promoting rape culture. but if you learned about feminism on the internet you must be right!""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1763,28435,train,img/28435.png,they have no where to live makes special camp spots just for them,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1764,62381,train,img/62381.png,i am hungry let's eat a dog,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1765,34756,train,img/34756.png,my favorite sex position is the challenger i go hard for 73 seconds then prematurley blow,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1766,79815,train,img/79815.png,when you go to the store for a dishwasher but you find your best friend instead,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1767,32591,train,img/32591.png,it's not over! until i say so!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1768,59328,train,img/59328.png,in 8 yrs i improved life for millions of illegal aliens every muslim terrorist group & basically everyone i could except the one country i was responsible for,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1769,1598,train,img/01598.png,men are like dogs we're excited to see you... and have no clue what you're mad about,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1770,89750,train,img/89750.png,jamal! im pregnant!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1771,93215,train,img/93215.png,paper is white and paper beats rock,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1772,21468,train,img/21468.png,i told him i wanted it to be magical so he fucked me and disapearred,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1773,6539,train,img/06539.png,excuse me! anyone can wear a dress!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1774,80162,train,img/80162.png,it took you 10 minutes to get home google maps says it takes 8. who is she?!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1775,94071,train,img/94071.png,when you know you have smoked too much meth,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1776,50927,train,img/50927.png,"average white ""women"" average muslim women",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1777,23851,train,img/23851.png,just a reminder that the guy on the left believes he is genetically superior to the guy on the right,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1778,78104,train,img/78104.png,party tonight? i'm down,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1779,16820,train,img/16820.png,thinking befor '' '' robbery,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1780,93725,train,img/93725.png,felt cute. might kill your toddler later. idk.,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1781,45630,train,img/45630.png,i cant wait to name you its almost been 9 months,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1782,13270,train,img/13270.png,remember no matter how much you whine like a little bitch trump is still your president,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1783,96150,train,img/96150.png,yes donald. that sounds good. i once built a wall too,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1784,46352,train,img/46352.png,some people hate trump some people hate hillary but everyone hates duke,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1785,64918,train,img/64918.png,we're his kids and he hasn't returned yeah this makes sense,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1786,71348,train,img/71348.png,oi!!! that's not the umbilical cord,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1787,96734,train,img/96734.png,life goes on,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1788,49087,train,img/49087.png,tomorrow will be another beautiful day filled with assholes,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1789,8452,train,img/08452.png,i don't know who gave my child a whistle but i will find you and i will kill you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1790,82076,train,img/82076.png,when catnip got mixed with the turkey,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1791,43192,train,img/43192.png,if i just keep looking cute they'll surely blame the dog,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1792,2459,train,img/02459.png,"my dishwasher is acting strange, can anybody help?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1793,3984,train,img/03984.png,when your brother sucks at driving,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1794,29503,train,img/29503.png,god gave his arch angels weapons because even the almighty knew you don't fight evil with tolerance and understanding,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1795,34518,train,img/34518.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1796,94162,train,img/94162.png,teacher: alright class take out your calculators mohammed:,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1797,31758,train,img/31758.png,getting stoned in america can be expensive in my country it is free for everyone '',['not_hateful'],['pc_empty'],['attack_empty'],None,None
1798,17834,train,img/17834.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1799,49786,train,img/49786.png,black lives matter '' '',['not_hateful'],['pc_empty'],['attack_empty'],None,None
1800,40563,train,img/40563.png,is that guy fucking a goat god damit carl...he is,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1801,65807,train,img/65807.png,thanks for the shirt asshole,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1802,13650,train,img/13650.png,i feel like the big bad wolf looking for the 3 little pigs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1803,68721,train,img/68721.png,abortion is a crime!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1804,31547,train,img/31547.png,"somewhere in a galaxy far, far, away someone will say the n-word",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1805,71524,train,img/71524.png,when your boss calls on your day off oh fuck you're gonna make me come,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1806,56081,train,img/56081.png,bruce jenner's cat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1807,2194,train,img/02194.png,when you're a good farmer who raises healthy animals,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1808,72891,train,img/72891.png,i burned the food so black you know i had to do it,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1809,46507,train,img/46507.png,original black friday sale,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1810,38549,train,img/38549.png,all living things are one,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1811,80126,train,img/80126.png,"ugh, this water is really salty and weird",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1812,76815,train,img/76815.png,this chick can't stand fishing,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1813,7391,train,img/07391.png,"i'm not racist, but... racist memes are allowed, right?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1814,56709,train,img/56709.png,i've just blocked myself i'm not putting up with my shit either,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1815,21648,train,img/21648.png,gets mad about film portraying muslims as murderous savages responds by being a murdering savage,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1816,76208,train,img/76208.png,pygmy goat says chew when you eat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1817,95103,train,img/95103.png,you're not really drunk until you are speaking fluent ozzy osbourne,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1818,9486,train,img/09486.png,don't get me started about your problems,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1819,98702,train,img/98702.png,look at me im yo daddy now,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1820,94802,train,img/94802.png,manual tranny automatic tranny rebuilt tranny,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1821,23905,train,img/23905.png,muslim couple taking a selfie,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1822,96431,train,img/96431.png,when you found out your wife is cheating on you ya allah,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1823,35276,train,img/35276.png,swiming in the summer,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1824,96720,train,img/96720.png,sometimes i crunch up my jizz when it dries and i bring the white powder to parties and watch people snort my cock sand,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1825,2956,train,img/02956.png,how i sleep knowing i'm going to hell in every religion,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1826,54317,train,img/54317.png,it was real in my mind,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1827,5973,train,img/05973.png,how black people became christians,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1828,75319,train,img/75319.png,in one ear and out the other like a boss,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1829,90632,train,img/90632.png,what happens when you stay out in the sun for too long,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1830,72968,train,img/72968.png,wow! a dishwasher that can also clean your car,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1831,49165,train,img/49165.png,when each letter is a mental disorder,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1832,89615,train,img/89615.png,these people have to walk 20 miles a day for fresh water. then why don't they move closer to the fucking water?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1833,85417,train,img/85417.png,gets drunk gets drunk has sex has sex rapist victim,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1834,63714,train,img/63714.png,look at me i'm the president now,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1835,67193,train,img/67193.png,goes on ancestry.com instead of match.com,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1836,18094,train,img/18094.png,premier michel marrakesh,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1837,37419,train,img/37419.png,when the turbulence in the plane gets intense,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1838,51943,train,img/51943.png,terrorist can come to this country way to easy,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1839,6291,train,img/06291.png,when you throw yourself in a casket bc you're over it,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1840,2571,train,img/02571.png,former first lady during an interview,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1841,62947,train,img/62947.png,"when your ex says ""you won't find a b*tch half the woman i am""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1842,24857,train,img/24857.png,too much ram not enough dodge,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1843,70415,train,img/70415.png,first you add a handful of rice,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1844,35709,train,img/35709.png,"bend over, touch your toes i'll show you where the monster goes",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1845,57248,train,img/57248.png,i know you're lying.. but continue.,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1846,2761,train,img/02761.png,i'm sorry i didn't mean to hurt your feelings,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1847,87401,train,img/87401.png,brett kavanaugh grabbed my penis,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1848,27480,train,img/27480.png,"the face you make when you don't understand what ""stop resisting"" means",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1849,37984,train,img/37984.png,aight girls make it look natural,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1850,91802,train,img/91802.png,i'm offended that means i'm right,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1851,43721,train,img/43721.png,i haven't seen liberals this angry since yesterday,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1852,32140,train,img/32140.png,got his house fumigated for termites got service connected for agent orange,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1853,21504,train,img/21504.png,"actually, im not even mad thats amazing",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1854,9834,train,img/09834.png,a muslim threesome,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1855,4639,train,img/04639.png,"the female body is a gentle, delicate flower except for the vagina. pound the fucking vagina",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1856,48710,train,img/48710.png,how chevy guys go muddin how ford guys go muddin,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1857,78069,train,img/78069.png,the best way to get chewing gum out of your hair '',['not_hateful'],['pc_empty'],['attack_empty'],None,None
1858,28147,train,img/28147.png,this person wants to use the same restroom as her gender. liberals want to compromise,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1859,28970,train,img/28970.png,ask me if i give a fuck,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1860,2385,train,img/02385.png,every life is precious,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1861,14569,train,img/14569.png,i need someone to look at me the way he looking at that candy,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1862,5931,train,img/05931.png,stop editing your pics. what if you go missing? how are we gonna find you if you look like barbie on fb and chupacabra in real life?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1863,48096,train,img/48096.png,using your brains to paint a ceiling  michelangelo kurt cobain,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1864,43615,train,img/43615.png,i don't want no windmill blowin no cancer on me,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1865,86013,train,img/86013.png,when you ride in your first self-driving car,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1866,59641,train,img/59641.png,"oh look, a tiny bit of rain ...and i've forgotten how to drive",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1867,63812,train,img/63812.png,why did paul walker cross the road? he wasn't wearing his seatbelt ifunny.co,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1868,75298,train,img/75298.png,when you and your bestie feelin' the hit of the bud kick in,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1869,76293,train,img/76293.png,"if anything can acheive world peace, its bacon",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1870,7594,train,img/07594.png,"if you think it's okay for iran to have nukes, but not okay for law abiding americans to have guns you might be a dumbass",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1871,64758,train,img/64758.png,when ur so excited to beat the essential oils out of a manbun that you almost snap your hippie stick,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1872,13945,train,img/13945.png,looking for attention? join us,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1873,67130,train,img/67130.png,when you eat her ass and then she say that she don't suck dick... wayment,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1874,94108,train,img/94108.png,the mighty liberal army ready to fight for socialism,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1875,80591,train,img/80591.png,welcome home,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1876,31609,train,img/31609.png,the haters have arrived,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1877,12647,train,img/12647.png,"adam schiff used tax payer money to pay off a 19 year old male due to sexual harrassment claims echo, if you are sick of this creepy & dosgraceful hypocrite, trashing our president !",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1878,18739,train,img/18739.png,my feelings a new amazing anime all must suffer with my new angsty episode,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1879,25198,train,img/25198.png,"white people throwing rice at weddings. ""why are they wasting the food""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1880,76183,train,img/76183.png,this is hercules the ligar. he weighs 922 pounds. that makes him one of the biggest pussies on earth next to your bitch ass,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1881,60348,train,img/60348.png,my first act? getting rid of our low uneployment rates,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1882,2475,train,img/02475.png,therapy dogs are now being trained to console rape victims of muslims,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1883,4157,train,img/04157.png,a real man... loads the dishwasher every night!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1884,46827,train,img/46827.png,"""those that attack one muslim, are attacking all muslims"" those that attack one american, are attacking all americans! """,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1885,94872,train,img/94872.png,jewish invention '',['not_hateful'],['pc_empty'],['attack_empty'],None,None
1886,67254,train,img/67254.png,xzhibit wearing new jewery,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1887,28764,train,img/28764.png,when you meet that gender studies student again my genders have doubled since the last time we met,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1888,46013,train,img/46013.png,when you cant decide whether to feel sorry for this man or just hate him,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1889,69175,train,img/69175.png,when your girl thinks it's cool to yell at you in front of company,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1890,14658,train,img/14658.png,native american women,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1891,1379,train,img/01379.png,american teenage girl visiting the children of africa,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1892,27418,train,img/27418.png,people love whoever,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1893,92341,train,img/92341.png,if the bill of your hat is flat and has a sticker on it i just asssume you're a douche bag,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1894,27304,train,img/27304.png,what a cute little baby bacon,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1895,90321,train,img/90321.png,people gather for eid al-fitr praying,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1896,75908,train,img/75908.png,"maga bois when they see trump coming for suppressors ""you were supposed to be the chosen one!!!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1897,60532,train,img/60532.png,i sold all your games because i'm the only thing you need,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1898,7496,train,img/07496.png,this muslim guy is in heaven,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1899,48052,train,img/48052.png,whoah! chill out,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1900,2793,train,img/02793.png,sea monkeys,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1901,45732,train,img/45732.png,when you have a small dick and tell a jewish girl to suck it i can't,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1902,71930,train,img/71930.png,big shout out to all those who haven't blocked or unfollowed me i'm impressed,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1903,47905,train,img/47905.png,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1904,26149,train,img/26149.png,one day christians will have to live like this to avoid the mark of the beast are you prepared?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1905,86741,train,img/86741.png,"i like big girls because, no matter where you grab them it feels like titties..",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1906,37208,train,img/37208.png,why you asking stupid questions,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1907,76139,train,img/76139.png,you can't get her pregnant if you practice abstinence,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1908,43679,train,img/43679.png,fifty shades of goat an isis love story,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1909,9523,train,img/09523.png,we shall snort cocaine and have our assholes tongued by the angels,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1910,49278,train,img/49278.png,lazy day nothing to steal,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1911,65371,train,img/65371.png,good fences make good neighbors bad neighbors make good fertilizer,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1912,15723,train,img/15723.png,keep flirting with me i will find you and i will fuck you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1913,25943,train,img/25943.png,"go ahead, report me they can't un un-butt hurt you the truth",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1914,64910,train,img/64910.png,"the government i can offer you security, i require only that you kneel conservatives now see, that's gonna be a problem",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1915,69480,train,img/69480.png,what i used to look for what i look for now,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1916,65301,train,img/65301.png,don't be racist hate everyone,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1917,76254,train,img/76254.png,how i act when someone gets offended by some real shit... oh... i'm sorry bitch,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1918,96420,train,img/96420.png,tell trump + mcconnell to stop trying to help democrats pass amnesty for millions of illegals by june 28! (202) 456-1111 (202) 224-2541,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1919,4125,train,img/04125.png,sorry i'm late have the racist comments started yet?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1920,43015,train,img/43015.png,farm equipment and livestock don't mix,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1921,96034,train,img/96034.png,i'm just here for the boobs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1922,90178,train,img/90178.png,now is the winter of our discontent made glorious summer by this hump day,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1923,61459,train,img/61459.png,"""have you tried their food? neither have they""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1924,19430,train,img/19430.png,i am not racist some of my best slaves are black,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1925,91428,train,img/91428.png,when she got a big booty but she's classy,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1926,56387,train,img/56387.png,what you can find in amazon,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1927,96873,train,img/96873.png,"if you believe that, i've got fresh cattle to sell you",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1928,76980,train,img/76980.png,who was the greatest prostitute in history? ms. pacman for 25 cents she swallowed balls until she died,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1929,90138,train,img/90138.png,they told me to clean my weapons so i washed my hands,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1930,38416,train,img/38416.png,when your dick game is weak but your finger game is out of this world,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1931,24376,train,img/24376.png,have you ever talked to someone so stupid that it gives you a forest whitaker eye,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1932,79682,train,img/79682.png,happy birthday dickhead,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1933,1637,train,img/01637.png,this time jesus you're not getting away,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1934,15238,train,img/15238.png,being buried with honor vs disrespect in an unmarked grave,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1935,48630,train,img/48630.png,i got some muhammed for you right here howyou like me now?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1936,28751,train,img/28751.png,who decided to call this a urinal cake instead of a piscuit,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1937,48617,train,img/48617.png,that magic of makeup is astonishing,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1938,51029,train,img/51029.png,if you kill as many as you want our goverment will put you in jail,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1939,91236,train,img/91236.png,turn your dishwasher into a snow remover,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1940,71692,train,img/71692.png,i did it for harambe,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1941,81497,train,img/81497.png,we have to stop this recent culture of people telling us they're offended and expecting us to give a fuck,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1942,20194,train,img/20194.png,"petition to give jacinda ardern nobel peace prize reaches more than 18,000",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1943,4926,train,img/04926.png,"knowing white people, that's probably the babies father",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1944,58014,train,img/58014.png,hate should be abolished from every neighborhood and removed from every country,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1945,69530,train,img/69530.png,jews had to have stars sewn on to their shirts in order to identify them during the holocaust,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1946,69758,train,img/69758.png,cotton farm,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1947,90541,train,img/90541.png,some people think magic is the devil,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1948,9326,train,img/09326.png,"my parents lived better with a high school diploma than i do with a 4 year degree of the 3 million available jobs today, less than 20% require a 4 year degree ""we are lending money we don't have to kids who can't pay it back to train them for jobs that no longer exist. that's nuts -mike rowe",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1949,89350,train,img/89350.png,are u a wizard?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1950,54082,train,img/54082.png,you with the ewe stop that!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1951,72641,train,img/72641.png,do you have a moment to talk about allah?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1952,14590,train,img/14590.png,fifty shades of goat an isis love story,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1953,62789,train,img/62789.png,vw owners be like hmm_must be a tdi meet,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1954,82973,train,img/82973.png,when your little one brings home his first girlfriend,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1955,12374,train,img/12374.png,holding cooking classes for those with disabilities gives them a new form of independence,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1956,4183,train,img/04183.png,back off murderers we fight for justice,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1957,92613,train,img/92613.png,baby with beauty marks,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1958,2718,train,img/02718.png,my kid threatened to hold his breath until i gave him dessert. he's now passed out on the kitchen floor i don't negotiate with terrorists,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1959,38154,train,img/38154.png,sooo gorillas really are humans,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1960,71360,train,img/71360.png,we will take your guns... then your bibles,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1961,36107,train,img/36107.png,when it's time to talk about the birds and the bees,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1962,34190,train,img/34190.png,"hitler, the leader of the nazi's",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1963,46097,train,img/46097.png,nana addo 2016 compare the difference,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1964,36812,train,img/36812.png,evolution if you don't believe you are idiot,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1965,69087,train,img/69087.png,i love pudding pudding my dick where it doesn't belong,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1966,48357,train,img/48357.png,welcome to melbourne,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1967,64721,train,img/64721.png,danish bacon ... it's gonna rock your world,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1968,58016,train,img/58016.png,mr free shit and bullshit mrs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1969,80153,train,img/80153.png,i love it when people think my posts are about them as if i had enough time to insult you bastards individually,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1970,75068,train,img/75068.png,they did not even leave dogs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1971,4185,train,img/04185.png,when you need a diaper because you're a still a baby,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1972,72406,train,img/72406.png,speak out to end domestic violence,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1973,83972,train,img/83972.png,you're a killer! your only purpose in life is too skull fuck the enemy into submission! just let it all go and act normal!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1974,14362,train,img/14362.png,rev al sharpton that kid was 17 black and unarmed,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1975,8564,train,img/08564.png,when your dishwasher is broken so you take it back to walmart to get a new one,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1976,82014,train,img/82014.png,happy birthday can we go to a mexican restaurant? we will pay,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1977,94512,train,img/94512.png,"happy birthday and believe me, no one can wish you a better happy birthday than me",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1978,56429,train,img/56429.png,when i try to be my self around people [ everyone disliked that. ],['not_hateful'],['pc_empty'],['attack_empty'],None,None
1979,82657,train,img/82657.png,a wax figure of anne frank,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1980,29760,train,img/29760.png,"teacher: "" ok class, bring out your calculators"" mohammed:",['not_hateful'],['pc_empty'],['attack_empty'],None,None
1981,49635,train,img/49635.png,just trying to  do my part,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1982,53068,train,img/53068.png,chillin with my squad,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1983,57812,train,img/57812.png,please tell me this happens to other people,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1984,31497,train,img/31497.png,when the squad is about to get lit.,['not_hateful'],['pc_empty'],['attack_empty'],None,None
